Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,lat_1,lat_2,lon_1,lon_2,lat_1_radians,lat_2_radians,lon_1_radians,lon_2_radians,distance (miles),distance (Km)
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79,35.8,40.64,140.39,-73.79,0.624827649,0.709301554,2.450266861,-1.287877995,6734,10838
"Newark, United States Of America - Shanghai, China",EWR,PVG,40.7,-74.18,31.12,121.8,40.7,31.12,-74.18,121.8,0.710348752,0.543146269,-1.294684776,2.125810269,7378,11874
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,47.5,46.23,8.57,6.11,0.829031098,0.806865425,0.149574663,0.106639579,146,235
"Isle Of Man, United Kingdom - Jersey-channel Islands, United Kingdom",IOM,JER,53.4,0.1,49.21,-2.19,53.4,49.21,0.1,-2.19,0.932005487,0.858876218,0.001745329,-0.038222697,306,493
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",HKG,ICN,22.3,113.94,37.45,126.66,22.3,37.45,113.94,126.66,0.389208284,0.653625571,1.988627439,2.21063324,1293,2081
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79,37.6,40.64,-122.39,-73.79,0.656243564,0.709301554,-2.136107708,-1.287877995,2583,4157
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75,51.5,35.55,-0.45,139.75,0.898844243,0.620464327,-0.007853979,2.439096758,5964,9598
"Madrid, Spain - Madrid, Spain",MAD,MAD,51.5,-0.45,40.46,-3.58,51.5,40.46,-0.45,-3.58,0.898844243,0.706159963,-0.007853979,-0.062482765,778,1252
"Geneva, Switzerland - New York, United States Of America",JFK,GVA,40.6,-73.79,46.23,6.11,40.6,46.23,-73.79,6.11,0.708603423,0.806865425,-1.287877995,0.106639579,3860,6212
"Cincinnati, United States Of America - New York, United States Of America",LGA,CVG,40.8,-73.88,39.06,-84.66,40.8,39.06,-73.88,-84.66,0.71209408,0.681725362,-1.28944879,-1.477595216,584,940
"Geneva, Switzerland - Sao Paulo, Brazil",GVA,GRU,49,2.54,-23.42,-46.48,49,-23.42,2.54,-46.48,0.855211028,-0.408755965,0.044331347,-0.811228746,5849,9413
"Abuja, Nigeria - London, United Kingdom",LHR,ABV,51.5,-0.45,9.01,7.27,51.5,9.01,-0.45,7.27,0.898844243,0.157254109,-0.007853979,0.126885391,2971,4782
"Ankara-esenboga, Turkey - Istanbul, Turkey",IST,ESB,41,28.99,40.11,32.99,41,40.11,28.99,32.99,0.715584737,0.700051313,0.505970769,0.575783914,219,352
"Dubai, United Arab Emirates - Manchester, United Kingdom",MAN,DXB,53.4,0.1,25.25,55.35,53.4,25.25,0.1,55.35,0.932005487,0.440695479,0.001745329,0.966039396,3422,5507
"London, United Kingdom - Moscow, Russia",LHR,SVO,51.5,-0.45,55.96,37.42,51.5,55.96,-0.45,37.42,0.898844243,0.9766859,-0.007853979,0.653101973,1559,2509
"Dubai, United Arab Emirates - Kuwait, Kuwait",DXB,KWI,25.3,55.35,29.25,47.97,25.3,29.25,55.35,47.97,0.441568143,0.510508624,0.966039396,0.837234143,529,852
"Bangkok, Thailand - Singapore, Singapore",SIN,BKK,1.3,103.98,13.71,100.77,1.3,13.71,103.98,100.77,0.022689272,0.239284555,1.814792707,1.758767658,886,1426
"Johannesburg, South Africa - Sydney, Australia",JNB,SYD,-26.1,28.23,-33.92,151.23,-26.1,-33.92,28.23,151.23,-0.455530772,-0.592015471,0.492706272,2.639460484,6863,11045
"Hanover, Germany - London, United Kingdom",LHR,HAJ,51.5,-0.45,52.46,9.7,51.5,52.46,-0.45,9.7,0.898844243,0.915599398,-0.007853979,0.169296877,437,703
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,28.7,18.58,77.26,73.91,0.500909316,0.324282059,1.348440898,1.289972389,731,1177
"Casablanca-mohamed V., Morocco - London, United Kingdom",LHR,CMN,51.5,-0.45,33.37,-7.58,51.5,33.37,-0.45,-7.58,0.898844243,0.582416163,-0.007853979,-0.13229591,1304,2099
"Hong Kong, Hong Kong - Shanghai, China",HKG,PVG,22.3,113.94,31.12,121.8,22.3,31.12,113.94,121.8,0.389208284,0.543146269,1.988627439,2.125810269,779,1254
"Bangkok, Thailand - Hong Kong, Hong Kong",HKG,BKK,22.3,113.94,13.71,100.77,22.3,13.71,113.94,100.77,0.389208284,0.239284555,1.988627439,1.758767658,1049,1689
"London, United Kingdom - Riyadh, Saudi Arabia",RUH,LHR,24.9,46.71,51.47,-0.45,24.9,51.47,46.71,-0.45,0.434586828,0.898320645,0.815243002,-0.007853979,3076,4951
"New York, United States Of America - Paris, France",JFK,CDG,40.6,-73.79,49.01,2.54,40.6,49.01,-73.79,2.54,0.708603423,0.855385561,-1.287877995,0.044331347,3631,5843
"Johannesburg, South Africa - Mauritius, Mauritius",MRU,JNB,-20.4,57.68,-26.13,28.23,-20.4,-26.13,57.68,28.23,-0.35604704,-0.45605437,1.006705553,0.492706272,1908,3071
"Dublin, Republic Of Ireland - New York, United States Of America",DUB,JFK,53.3,-6.25,40.64,-73.79,53.3,40.64,-6.25,-73.79,0.930260159,0.709301554,-0.109083039,-1.287877995,3177,5113
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,47.5,40.64,8.57,-73.79,0.829031098,0.709301554,0.149574663,-1.287877995,3925,6317
"Boston, United States Of America - New York, United States Of America",JFK,BOS,40.6,-73.79,42.21,-71,40.6,42.21,-73.79,-71,0.708603423,0.736703214,-1.287877995,-1.239183326,183,294
"Manchester, United Kingdom - Southampton, United Kingdom",SOU,MAN,51,-1.36,53.37,0.1,51,53.37,-1.36,0.1,0.8901176,0.931481889,-0.023736469,0.001745329,175,282
"Dubai, United Arab Emirates - Geneva, Switzerland",GVA,DXB,46.2,6.11,25.25,55.35,46.2,25.25,6.11,55.35,0.806341826,0.440695479,0.106639579,0.966039396,3059,4923
"New York, United States Of America - Zurich, Switzerland",ZRH,JFK,47.5,8.57,40.64,-73.79,47.5,40.64,8.57,-73.79,0.829031098,0.709301554,0.149574663,-1.287877995,3925,6317
"Beirut, Lebanon - Geneva, Switzerland",GVA,BEY,46.2,6.11,33.82,35.49,46.2,33.82,6.11,35.49,0.806341826,0.590270142,0.106639579,0.61941713,1762,2835
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,19.1,25.25,72.86,55.35,0.333357768,0.440695479,1.271646438,0.966039396,1198,1928
"Munich, Germany - Newark, United States Of America",MUC,EWR,48.3,11.77,40.69,-74.18,48.3,40.69,11.77,-74.18,0.842993727,0.710174219,0.20542518,-1.294684776,4047,6513
"Milan, Italy - Rome, Italy",LIN,FCO,45.5,9.18,41.9,12.5,45.5,41.9,9.18,12.5,0.794124526,0.731292695,0.160221168,0.218166078,299,482
"London, United Kingdom - Los Angeles, United States Of America",LAX,LHR,34.1,-118.24,51.47,-0.45,34.1,51.47,-118.24,-0.45,0.595157062,0.898320645,-2.06367657,-0.007853979,5435,8746
"Hong Kong, Hong Kong - Sydney, Australia",SYD,HKG,-33.9,151.23,22.32,113.94,-33.9,22.32,151.23,113.94,-0.591666405,0.38955735,2.639460484,1.988627439,4598,7400
"Milwaukee, United States Of America - New York, United States Of America",LGA,MKE,40.8,-73.88,42.95,-87.91,40.8,42.95,-73.88,-87.91,0.71209408,0.749618646,-1.28944879,-1.534318397,737,1186
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,22.3,25.08,113.94,121.24,0.389208284,0.43772842,1.988627439,2.116036428,501,806
"Copenhagen, Denmark - Stockholm, Sweden",CPH,ARN,55.6,12.64,60.74,15.85,55.6,60.74,12.64,15.85,0.970402717,1.060112609,0.220609539,0.276634588,374,602
"Manchester, United Kingdom - Philadelphia, United States Of America",MAN,PHL,53.4,0.1,45.05,-89.01,53.4,45.05,0.1,-89.01,0.932005487,0.786270547,0.001745329,-1.553517012,3799,6113
"Montreal, Canada - Toronto Island, Canada",YUL,YTZ,45.5,-73.75,43.63,-79.4,45.5,43.63,-73.75,-79.4,0.794124526,0.76148688,-1.287179863,-1.385790931,307,494
"Madrid, Spain - Milan, Italy",MAD,MIL,40.5,-3.58,37.72,15.12,40.5,37.72,-3.58,15.12,0.706858094,0.658337958,-0.062482765,0.263893689,1020,1641
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,50.1,1.34,8.56,103.98,0.874409643,0.023387404,0.149400131,1.814792707,6394,10290
"Grand Cayman, Cayman Islands - London, United Kingdom",GCM,LHR,19.3,-81.36,51.47,-0.45,19.3,51.47,-81.36,-0.45,0.336848425,0.898320645,-1.419999372,-0.007853979,4802,7728
"Beirut, Lebanon - Dubai, United Arab Emirates",DXB,BEY,25.3,55.35,33.82,35.49,25.3,33.82,55.35,35.49,0.441568143,0.590270142,0.966039396,0.61941713,1329,2139
"New York, United States Of America - Prague, Czech Republic",JFK,PRG,40.6,-73.79,50.08,14.43,40.6,50.08,-73.79,14.43,0.708603423,0.874060577,-1.287877995,0.251850921,4085,6573
"Accra, Ghana - Nairobi, Kenya",ACC,NBO,5.6,-0.17,-1.28,36.81,5.6,-1.28,-0.17,36.81,0.097738403,-0.022340206,-0.002967059,0.642455468,2598,4182
"Dubai, United Arab Emirates - Karachi, Pakistan",KHI,DXB,24.9,67.15,25.25,55.35,24.9,25.25,67.15,55.35,0.434586828,0.440695479,1.171988174,0.966039396,739,1190
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85,-33.9,-37.67,151.23,144.85,-0.591666405,-0.657465294,2.639460484,2.528108518,443,712
"Addis Ababa, Ethiopia - Nairobi, Kenya",NBO,ADD,-1.3,36.81,8.98,38.8,-1.3,8.98,36.81,38.8,-0.022689272,0.156730511,0.642455468,0.677187508,724,1165
"Newark, United States Of America - Sao Paulo, Brazil",GRU,EWR,-23.4,-46.48,40.69,-74.18,-23.4,40.69,-46.48,-74.18,-0.408406899,0.710174219,-0.811228746,-1.294684776,4777,7689
"Ft. Lauderdale, United States Of America - New York, United States Of America",FLL,LGA,26.1,-80.13,40.77,-73.88,26.1,40.77,-80.13,-73.88,0.455530772,0.711570482,-1.39853183,-1.28944879,1076,1732
"Gaborone, Botswana - Johannesburg, South Africa",JNB,GBE,-26.1,28.23,-24.56,25.93,-26.1,-24.56,28.23,25.93,-0.455530772,-0.428652711,0.492706272,0.452563713,179,288
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23,1.3,-26.13,103.98,28.23,0.022689272,-0.45605437,1.814792707,0.492706272,5383,8663
"Boston, United States Of America - Los Angeles, United States Of America",BOS,LAX,42.2,-71,34.05,-118.24,42.2,34.05,-71,-118.24,0.736528681,0.594284398,-1.239183326,-2.06367657,2597,4180
"Calgary, Canada - Houston, United States Of America",YYC,IAH,51.1,-114.01,29.98,-95.34,51.1,29.98,-114.01,-95.34,0.891862929,0.523249523,-1.989849169,-1.663996314,1749,2814
"Detroit, United States Of America - Newark, United States Of America",DTW,EWR,37.3,-107.75,40.69,-74.18,37.3,40.69,-107.75,-74.18,0.651007578,0.710174219,-1.880591597,-1.294684776,1809,2911
"London, United Kingdom - Nairobi, Kenya",NBO,LHR,-1.3,36.81,51.47,-0.45,-1.3,51.47,36.81,-0.45,-0.022689272,0.898320645,0.642455468,-0.007853979,4250,6840
"Gaborone, Botswana - London, United Kingdom",GBE,LON,-26.1,28.23,51.47,-0.45,-26.1,51.47,28.23,-0.45,-0.455530772,0.898320645,0.492706272,-0.007853979,5642,9080
"Barcelona, Spain - New York, United States Of America",BCN,JFK,41.3,2.08,40.64,-73.79,41.3,40.64,2.08,-73.79,0.720820723,0.709301554,0.036302835,-1.287877995,3826,6158
"London, United Kingdom - Luxembourg, Luxembourg",LHR,LUX,51.5,-0.45,49.63,6.21,51.5,49.63,-0.45,6.21,0.898844243,0.866206598,-0.007853979,0.108384908,320,515
"Boston, United States Of America - Newark, United States Of America",EWR,BOS,40.7,-74.18,42.21,-71,40.7,42.21,-74.18,-71,0.710348752,0.736703214,-1.294684776,-1.239183326,195,314
"Atlanta, United States Of America - Johannesburg, South Africa",ATL,JNB,42.9,-83.53,-26.13,28.23,42.9,-26.13,-83.53,28.23,0.748745981,-0.45605437,-1.457873003,0.492706272,8503,13684
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8,1.3,31.12,103.98,121.8,0.022689272,0.543146269,1.814792707,2.125810269,2369,3813
"Manchester, United Kingdom - New York, United States Of America",MAN,JFK,51.5,-0.45,40.64,-73.79,51.5,40.64,-0.45,-73.79,0.898844243,0.709301554,-0.007853979,-1.287877995,3446,5546
"New York, United States Of America - San Francisco, United States Of America",SFO,JFK,37.6,-122.39,40.64,-73.79,37.6,40.64,-122.39,-73.79,0.656243564,0.709301554,-2.136107708,-1.287877995,2583,4157
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,-33.9,-31.94,151.23,115.97,-0.591666405,-0.557457964,2.639460484,2.02405761,2042,3286
"Miami, United States Of America - Sao Paulo, Brazil",GRU,MIA,-23.4,-46.48,33.4,-110.87,-23.4,33.4,-46.48,-110.87,-0.408406899,0.582939762,-0.811228746,-1.93504585,5778,9299
"Singapore, Singapore - Tokyo, Japan",NRT,SIN,35.8,140.39,1.34,103.98,35.8,1.34,140.39,103.98,0.624827649,0.023387404,2.450266861,1.814792707,3335,5368
"Madras, India - Singapore, Singapore",MAA,SIN,13.1,80.23,1.34,103.98,13.1,1.34,80.23,103.98,0.22863805,0.023387404,1.400277158,1.814792707,1819,2927
"Shanghai, China - Singapore, Singapore",SIN,PVG,1.3,103.98,31.12,121.8,1.3,31.12,103.98,121.8,0.022689272,0.543146269,1.814792707,2.125810269,2369,3813
"Frankfurt, Germany - New York, United States Of America",FRA,JFK,50.1,8.56,40.64,-73.79,50.1,40.64,8.56,-73.79,0.874409643,0.709301554,0.149400131,-1.287877995,3848,6193
"London, United Kingdom - Madrid, Spain",LGW,MAD,51.2,-0.16,40.46,-3.58,51.2,40.46,-0.16,-3.58,0.893608257,0.706159963,-0.002792526,-0.062482765,761,1224
"London, United Kingdom - Venice, Italy",VCE,LGW,45.4,12.32,51.16,-0.16,45.4,51.16,12.32,-0.16,0.792379197,0.892910126,0.215024487,-0.002792526,698,1123
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,22.3,1.34,113.94,103.98,0.389208284,0.023387404,1.988627439,1.814792707,1597,2570
"Bombay, India - Hong Kong, Hong Kong",BOM,HKG,19.1,72.86,22.32,113.94,19.1,22.32,72.86,113.94,0.333357768,0.38955735,1.271646438,1.988627439,2659,4280
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,51.5,40.64,-0.45,-73.79,0.898844243,0.709301554,-0.007853979,-1.287877995,3446,5546
"Bloemfontein, South Africa - Cape Town, South Africa",BFN,CPT,-29.1,26.3,-33.97,18.59,-29.1,-33.97,26.3,18.59,-0.507890631,-0.592888135,0.459021429,0.324456592,565,910
"Bombay, India - Hong Kong, Hong Kong",BOM,HKG,19.1,72.86,22.32,113.94,19.1,22.32,72.86,113.94,0.333357768,0.38955735,1.271646438,1.988627439,2659,4280
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35,51.5,25.25,-0.45,55.35,0.898844243,0.440695479,-0.007853979,0.966039396,3419,5503
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35,1.3,25.25,103.98,55.35,0.022689272,0.440695479,1.814792707,0.966039396,3639,5856
"Kuala Lumpur, Malaysia - London, United Kingdom",LHR,KUL,1.3,103.98,2.76,101.71,1.3,2.76,103.98,101.71,0.022689272,0.04817107,1.814792707,1.775173747,187,300
"New York, United States Of America - Salt Lake City, United States Of America",JFK,SLC,40.6,-73.79,40.76,-111.89,40.6,40.76,-73.79,-111.89,0.708603423,0.711395949,-1.287877995,-1.952848202,1983,3191
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,-37.7,-33.92,144.85,151.23,-0.657988893,-0.592015471,2.528108518,2.639460484,443,713
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,19.1,25.25,72.86,55.35,0.333357768,0.440695479,1.271646438,0.966039396,1198,1928
"Caracas, Venezuela - New York, United States Of America",JFK,CCS,18.4,-66.01,10.61,-66.99,18.4,10.61,-66.01,-66.99,0.321140468,0.185179367,-1.152091427,-1.169195648,543,874
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,47.5,46.23,8.57,6.11,0.829031098,0.806865425,0.149574663,0.106639579,146,235
"Beijing, China - Chicago, United States Of America",PEK,ORD,40.1,116.58,41.6,-98.93,40.1,41.6,116.58,-98.93,0.69987678,0.726056709,2.034704114,-1.726653612,6376,10260
"Kuwait, Kuwait - London, United Kingdom",LHR,KWI,51.5,-0.45,29.25,47.97,51.5,29.25,-0.45,47.97,0.898844243,0.510508624,-0.007853979,0.837234143,2907,4678
"San Francisco, United States Of America - Seattle, United States Of America",SFO,SEA,37.6,-122.39,39.9,-75.59,37.6,39.9,-122.39,-75.59,0.656243564,0.696386123,-2.136107708,-1.31929391,2501,4024
"Miami, United States Of America - New York, United States Of America",MIA,JFK,33.4,-110.87,40.64,-73.79,33.4,40.64,-110.87,-73.79,0.582939762,0.709301554,-1.93504585,-1.287877995,2092,3366
"Delhi, India - Glasgow, United Kingdom",DEL,GLA,51.5,-0.45,55.86,-4.43,51.5,55.86,-0.45,-4.43,0.898844243,0.974940572,-0.007853979,-0.077318058,343,552
"Newark, United States Of America - Stockholm, Sweden",EWR,ARN,40.7,-74.18,60.74,15.85,40.7,60.74,-74.18,15.85,0.710348752,1.060112609,-1.294684776,0.276634588,3828,6160
"Copenhagen, Denmark - London, United Kingdom",CPH,LCY,55.6,12.64,51.5,0.05,55.6,51.5,12.64,0.05,0.970402717,0.898844243,0.220609539,0.000872664,589,948
"Birmingham, United States Of America - New York, United States Of America",BHM,LGA,33.6,-86.75,40.77,-73.88,33.6,40.77,-86.75,-73.88,0.586430419,0.711570482,-1.514072585,-1.28944879,864,1390
"Hong Kong, Hong Kong - Sydney, Australia",HKG,SYD,22.3,113.94,-33.92,151.23,22.3,-33.92,113.94,151.23,0.389208284,-0.592015471,1.988627439,2.639460484,4598,7400
"Miami, United States Of America - Newark, United States Of America",MIA,EWR,33.4,-110.87,40.69,-74.18,33.4,40.69,-110.87,-74.18,0.582939762,0.710174219,-1.93504585,-1.294684776,2071,3333
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85,-33.9,-37.67,151.23,144.85,-0.591666405,-0.657465294,2.639460484,2.528108518,443,712
"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98,25.1,1.34,121.24,103.98,0.438077486,0.023387404,2.116036428,1.814792707,2007,3230
"Dusseldorf, Germany - Newark, United States Of America",EWR,DUS,40.7,-74.18,51.28,6.78,40.7,51.28,-74.18,6.78,0.710348752,0.89500452,-1.294684776,0.118333281,3757,6046
"Dallas, United States Of America - Manchester, United Kingdom",MAN,DFW,51.5,-0.45,32.87,-97.04,51.5,32.87,-0.45,-97.04,0.898844243,0.57368952,-0.007853979,-1.693666901,4745,7637
"Lisbon, Portugal - Madrid, Spain",MAD,LIS,40.5,-3.58,38.77,-9.13,40.5,38.77,-3.58,-9.13,0.706858094,0.676663909,-0.062482765,-0.159348504,319,513
"New York, United States Of America - Singapore, Singapore",SIN,JFK,1.3,103.98,40.64,-73.79,1.3,40.64,103.98,-73.79,0.022689272,0.709301554,1.814792707,-1.287877995,9546,15363
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",DAR,NBO,-6.9,39.2,-1.28,36.81,-6.9,-1.28,39.2,36.81,-0.120427675,-0.022340206,0.684168822,0.642455468,422,679
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,-37.7,-33.92,144.85,151.23,-0.657988893,-0.592015471,2.528108518,2.639460484,443,713
"London, United Kingdom - Mexico City, Mexico",LHR,MEX,52.3,4.75,19.43,-99.16,52.3,19.43,4.75,-99.16,0.912806872,0.339117352,0.08290311,-1.730667867,5730,9222
"Beijing, China - Johannesburg, South Africa",JNB,PEK,-26.1,28.23,40.07,116.58,-26.1,40.07,28.23,116.58,-0.455530772,0.699353181,0.492706272,2.034704114,7281,11718
"London, United Kingdom - Washington Dc, United States Of America",IAD,LHR,39,-77.45,51.47,-0.45,39,51.47,-77.45,-0.45,0.680678165,0.898320645,-1.351757022,-0.007853979,3669,5904
"Dubai, United Arab Emirates - Nairobi, Kenya",DXB,NBO,25.3,55.35,-1.28,36.81,25.3,-1.28,55.35,36.81,0.441568143,-0.022340206,0.966039396,0.642455468,2218,3570
"Alma Ata, Kazakhstan - Frankfurt, Germany",FRA,ALA,50.1,8.56,43.36,77.03,50.1,43.36,8.56,77.03,0.874409643,0.756774493,0.149400131,1.344426642,3164,5092
"Hamburg, Germany - Singapore, Singapore",SIN,HAM,50.1,8.56,53.64,10.01,50.1,53.64,8.56,10.01,0.874409643,0.936194276,0.149400131,0.174707396,253,406
"Manchester, United Kingdom - New York, United States Of America",JFK,MAN,40.6,-73.79,53.37,0.1,40.6,53.37,-73.79,0.1,0.708603423,0.931481889,-1.287877995,0.001745329,3432,5523
"Dubai, United Arab Emirates - New York, United States Of America",DXB,JFK,25.3,55.35,40.64,-73.79,25.3,40.64,55.35,-73.79,0.441568143,0.709301554,0.966039396,-1.287877995,6841,11009
"Manchester, United Kingdom - Singapore, Singapore",SIN,MAN,1.3,103.98,53.37,0.1,1.3,53.37,103.98,0.1,0.022689272,0.931481889,1.814792707,0.001745329,6721,10817
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94,25.3,22.32,55.35,113.94,0.441568143,0.38955735,0.966039396,1.988627439,3684,5929
"Ankara-esenboga, Turkey - London, United Kingdom",ESB,LHR,41,28.99,51.47,-0.45,41,51.47,28.99,-0.45,0.715584737,0.898320645,0.505970769,-0.007853979,1569,2525
"Seoul, Republic Of Korea - Singapore, Singapore",SIN,ICN,1.3,103.98,37.45,126.66,1.3,37.45,103.98,126.66,0.022689272,0.653625571,1.814792707,2.21063324,2887,4647
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23,-1.3,-26.13,36.81,28.23,-0.022689272,-0.45605437,0.642455468,0.492706272,1810,2913
"Gibraltar, Gibraltar - London, United Kingdom",LHR,GIB,51.5,-0.45,36.13,-5.35,51.5,36.13,-0.45,-5.35,0.898844243,0.630587233,-0.007853979,-0.093375082,1090,1755
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23,1.3,-26.13,103.98,28.23,0.022689272,-0.45605437,1.814792707,0.492706272,5383,8663
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,25.1,22.32,121.24,113.94,0.438077486,0.38955735,2.116036428,1.988627439,501,806
"Abu Dhabi, United Arab Emirates - New York, United States Of America",JFK,AUH,40.6,-73.79,24.42,54.64,40.6,24.42,-73.79,54.64,0.708603423,0.426209251,-1.287877995,0.953647562,6865,11047
"Munich, Germany - New York, United States Of America",JFK,MUC,40.6,-73.79,48.34,11.77,40.6,48.34,-73.79,11.77,0.708603423,0.843691859,-1.287877995,0.20542518,4033,6491
"Dubai, United Arab Emirates - Manila, Philippines",MNL,DXB,14.5,121.02,25.25,55.35,14.5,25.25,121.02,55.35,0.253072651,0.440695479,2.112196706,0.966039396,4297,6915
"Bombay, India - Johannesburg, South Africa",JNB,BOM,25.3,55.35,19.09,72.86,25.3,19.09,55.35,72.86,0.441568143,0.333183235,0.966039396,1.271646438,1199,1930
"Frankfurt, Germany - Hong Kong, Hong Kong",HKG,FRA,22.3,113.94,50.05,8.56,22.3,50.05,113.94,8.56,0.389208284,0.873536978,1.988627439,0.149400131,5695,9165
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,-6.1,1.34,106.66,103.98,-0.106465046,0.023387404,1.861567515,1.814792707,547,880
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,25.3,13.05,55.35,80.23,0.441568143,0.227765386,0.966039396,1.400277158,1828,2942
"New York, United States Of America - West Palm Beach, United States Of America",LGA,PBI,40.8,-73.88,26.69,-80.09,40.8,26.69,-73.88,-80.09,0.71209408,0.465828211,-1.28944879,-1.397833698,1039,1671
"Bangkok, Thailand - Singapore, Singapore",SIN,BKK,1.3,103.98,13.71,100.77,1.3,13.71,103.98,100.77,0.022689272,0.239284555,1.814792707,1.758767658,886,1426
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,51.5,40.64,-0.45,-73.79,0.898844243,0.709301554,-0.007853979,-1.287877995,3446,5546
"Delhi, India - Madras, India",DEL,MAA,28.7,77.26,13.05,80.23,28.7,13.05,77.26,80.23,0.500909316,0.227765386,1.348440898,1.400277158,1099,1769
"Birmingham, United Kingdom - Edinburgh, United Kingdom",EDI,BHX,56,-3.34,52.45,-1.73,56,52.45,-3.34,-1.73,0.977384032,0.915424865,-0.058293976,-0.030194185,254,409
"Austin, United States Of America - New York, United States Of America",AUS,JFK,30.2,-97.67,40.64,-73.79,30.2,40.64,-97.67,-73.79,0.527089246,0.709301554,-1.704662471,-1.287877995,1520,2447
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,18.6,19.09,73.91,72.86,0.324631125,0.333183235,1.289972389,1.271646438,77,123
"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,43.7,40.77,-79.61,-73.88,0.76270861,0.711570482,-1.389456121,-1.28944879,356,574
"Johannesburg, South Africa - Lusaka, Zambia",JNB,LUN,-26.1,28.23,-15.33,28.45,-26.1,-15.33,28.23,28.45,-0.455530772,-0.267558879,0.492706272,0.496545995,745,1199
"Frankfurt, Germany - Tselinograd, Kazakhstan",FRA,TSE,50.1,8.56,51.03,71.48,50.1,51.03,8.56,71.48,0.874409643,0.890641199,0.149400131,1.247560903,2679,4311
"San Francisco, United States Of America - Shanghai, China",PVG,SFO,31.1,121.8,37.61,-122.39,31.1,37.61,121.8,-122.39,0.542797203,0.656418097,2.125810269,-2.136107708,6146,9891
"London, United Kingdom - Manchester, United Kingdom",LHR,MAN,51.5,-0.45,53.37,0.1,51.5,53.37,-0.45,0.1,0.898844243,0.931481889,-0.007853979,0.001745329,131,211
"Osaka, Japan - Tokyo, Japan",HND,ITM,35.6,139.75,34.79,135.44,35.6,34.79,139.75,135.44,0.621336992,0.60719983,2.439096758,2.363873094,250,402
"Beijing, China - Singapore, Singapore",SIN,PEK,1.3,103.98,40.07,116.58,1.3,40.07,103.98,116.58,0.022689272,0.699353181,1.814792707,2.034704114,2796,4500
"Denver, United States Of America - Houston, United States Of America",IAH,DEN,30,-95.34,39.77,-104.86,30,39.77,-95.34,-104.86,0.523598588,0.694117195,-1.663996314,-1.830151599,864,1390
"Dubai, United Arab Emirates - Singapore, Singapore",SIN,DXB,1.3,103.98,25.25,55.35,1.3,25.25,103.98,55.35,0.022689272,0.440695479,1.814792707,0.966039396,3639,5856
